	aveCitationCnt	aveJIF	aveH-Index	avePaperCnt	L	M	H	award
2122010476	117.6	0.8427573800338116	4.6	0.8	1	0	0	0
2113542901	0.8	1.4262925217553168	4.0	0.4	1	0	0	0
2095940946	5.666666666666666	0.7935648605076113	1.4	1.2	1	0	0	0
2778901814	11.6	1.4140837836575917	3.2	1.0	1	0	0	0
2218715893	30.7	4.403155444027557	13.2	1.4	1	0	0	0
2647359094	14.2	4.220737059481572	8.6	0.4	1	0	0	0
2140299053	16.938095238095233	3.7567760881163146	11.0	3.4	1	0	0	0
2144161069	36.81166666666667	2.537548651616951	5.0	3.6	1	0	0	0
2106348166	9.882925407925407	3.583041047034502	16.2	18.0	1	0	0	0
2144806485	0.0	0.0	7.0	0.0	1	0	0	0
2121376638	11.522222222222226	1.6854252923023687	10.6	9.2	1	0	0	0
2583554384	5.1	2.8572967290112365	13.0	3.2	1	0	0	0
2108691189	27.68861111111111	3.349026179264212	21.8	10.8	1	0	0	0
2776741894	0.0	0.0	4.0	0.0	1	0	0	0
2635254491	21.557142857142853	8.276408083393347	5.0	2.8	1	0	0	0
2695103898	2.0523809523809526	1.333987350472164	3.8	6.0	1	0	0	0
2109099773	5.4	1.5738769704871398	21.0	0.2	1	0	0	0
2551567325	0.0	0.0	0.0	0.0	1	0	0	0
2164864761	1.0	0.8085110565110565	3.0	0.4	1	0	0	0
2154038270	0.0	0.0	13.0	0.0	1	0	0	0
2164380808	42.825	1.7130440928015438	3.4	2.0	1	0	0	0
2615199620	0.0	0.0	33.0	0.0	0	1	0	0
2071998504	41.981764705882355	2.5601315402685656	31.8	13.0	0	1	0	0
2137888961	5.9444444444444455	1.174620871504242	5.8	3.6	1	0	0	0
2150321504	0.0	0.0	12.0	0.0	1	0	0	0
72047946	2.6	0.2337932317949585	2.4	1.2	1	0	0	0
2177855532	5.05	0.9638377115485208	8.6	1.2	1	0	0	0
2635277405	0.2	0.10982142857142856	10.0	0.2	1	0	0	0
1770419413	10.0	0.12033705866210367	4.0	1.2	1	0	0	0
2096225661	8.834090038314175	3.739970687133682	22.2	27.0	0	1	0	0
2574659337	4.9	0.5868961406678834	7.4	2.4	1	0	0	0
1972320896	13.1	1.7818329345879254	3.8	2.0	1	0	0	0
2747018825	0.0	0.0	9.0	0.0	1	0	0	0
2115979104	5.4	2.979486447545482	3.6	0.4	1	0	0	0
2628026287	18.216666666666665	4.091047222884863	7.4	3.2	1	0	0	0
2108499568	10.866666666666665	1.2445881967025545	10.4	0.8	1	0	0	0
2133344717	0.0	0.0	10.0	0.0	1	0	0	0
2142834820	38.05	1.2596008221212365	13.4	2.8	1	0	0	0
2099250567	0.0	0.0	5.0	0.0	1	0	0	0
2259978413	23.345	3.6395893442536953	11.2	5.2	0	1	0	0
2624534586	4.4	1.189256038647343	4.8	0.6	1	0	0	0
2151071109	0.4	0.5088261515601784	5.0	0.2	1	0	0	0
2145303506	0.0	0.0	13.0	0.0	1	0	0	0
2097093281	11.630769230769227	3.940816947445097	35.0	7.0	0	0	1	0
2141922035	2.06	2.228695525159856	4.2	3.6	1	0	0	0
2750229706	57.94777777777777	7.2033395305954855	7.2	5.0	1	0	0	0
2142236357	0.6	0.9475373134328358	4.0	0.2	1	0	0	0
2131464134	121.95714285714287	7.85613052988506	5.2	2.6	1	0	0	0
2695140909	3.2	2.616893621522714	20.0	4.0	0	1	0	0
2124458555	7.0	1.2912337628368835	3.6	3.6	1	0	0	0
2466349405	3.5200000000000005	0.7045613494735349	5.0	1.0	1	0	0	0
2161289470	3.174420024420024	1.1966479885121395	8.4	10.6	1	0	0	0
2617477523	7.6	2.3956108974228187	7.0	1.0	1	0	0	0
2154642950	0.0	0.0	7.0	0.0	1	0	0	0
2132229286	0.0	0.0	5.0	0.0	1	0	0	0
2697861289	2.8	0.4533223049352082	2.2	0.2	1	0	0	0
2603153112	0.0	0.0	9.0	0.0	1	0	0	0
2105634974	3.3	1.9938586437459485	7.8	1.6	1	0	0	0
2113319397	15.1	1.027498701734156	1.8	0.6	1	0	0	0
2077703186	0.0	0.0	5.0	0.0	1	0	0	0
2166072646	19.533333333333328	2.770007067692215	5.8	1.2	1	0	0	0
2131274496	0.0	0.0	5.0	0.0	1	0	0	0
2150413527	5.466666666666668	4.210244758580282	14.6	1.8	1	0	0	0
2167322902	1.2581818181818183	0.8785736924574928	22.0	4.2	0	1	0	0
2443384450	0.0	0.0	0.0	0.0	1	0	0	0
2634692018	2.551515151515152	0.6084628740550635	4.0	4.8	1	0	0	0
2124468905	3.1	0.8021951583095379	14.8	0.4	1	0	0	0
2196568245	1.05	0.15852983552675673	4.0	1.4	1	0	0	0
842037	2.6	0.15694601853574736	3.0	0.8	1	0	0	0
2198106591	0.7	0.046999288382850016	3.0	0.4	1	0	0	0
2258153833	0.06666666666666668	0.0	4.0	1.0	1	0	0	0
1975294417	0.2	0.0	6.0	0.8	1	0	0	0
2429134211	0.0	0.0	3.0	1.4	1	0	0	0
2426973820	14.733333333333334	1.6548481380820668	11.0	2.8	1	0	0	0
2118214211	9.7	0.9763421443337053	8.6	0.8	1	0	0	0
2116004973	2.9333333333333336	0.7275048577636692	9.8	1.6	1	0	0	0
2594488950	0.0	0.0	7.0	0.0	1	0	0	0
2292864690	0.0	0.0	8.0	0.0	1	0	0	0
2003632787	0.0	0.04605381804375682	3.0	0.2	1	0	0	0
2025763354	0.2	0.0735930735930736	3.0	0.2	1	0	0	0
2696778657	0.0	0.0	0.0	0.0	1	0	0	0
2163570495	1.6	0.2019077901430842	6.0	0.2	1	0	0	0
2623953262	0.0	0.0	3.0	0.0	1	0	0	0
2441598949	0.0	0.0	12.0	0.0	1	0	0	0
2141954396	0.0	0.0	3.0	0.0	1	0	0	0
2674239164	0.2	0.3059081621339078	1.0	0.8	1	0	0	0
2309187068	1.0	0.5513628976478909	2.6	1.0	1	0	0	0
2169749833	15.133333333333335	2.2403775968099344	1.0	0.8	1	0	0	0
2128005576	0.0	0.0	17.0	0.0	1	0	0	0
2474919475	0.0	0.0	6.0	0.0	1	0	0	0
2122210000	5.213744588744589	3.4391821742423394	29.0	6.4	0	0	1	0
2130446888	41.27139619001689	4.663070144178589	38.6	25.0	0	1	0	0
2177955397	6.05	3.6332002375130834	15.4	7.6	1	0	0	0
2103584406	24.716666666666665	7.015846372768757	11.4	2.4	1	0	0	0
2116375788	13.24	1.320545148569352	16.6	1.6	1	0	0	0
2115208004	12.28	4.096197721008553	31.8	8.2	0	1	0	0
2609889729	0.4	1.0525924354226976	9.0	0.6	1	0	0	0
1881842846	4.4	1.0968126148568846	4.8	1.0	1	0	0	0
2115955933	0.0	0.0	10.0	0.0	1	0	0	0
2703892096	144.66666666666669	4.106038235438985	7.0	1.4	1	0	0	0
2645922475	1.9	0.9342140286150592	5.8	0.4	1	0	0	0
2296595471	11.916450216450214	1.6761072400614367	20.0	13.0	0	0	1	0
2231487564	20.369444444444444	2.8809880737005984	14.6	5.4	1	0	0	0
2778429779	0.0	0.0	7.0	0.0	1	0	0	0
2129572409	9.76666666666667	3.4204365189364387	4.2	4.2	1	0	0	0
2141043845	6.17090909090909	1.6717075287670091	11.6	4.8	0	1	0	0
2780914239	9.213333333333333	1.2616183636882885	5.6	3.6	1	0	0	0
2161096072	6.107354978354977	0.89969372089247	14.4	19.0	1	0	0	0
2123557187	0.9	2.491183711464556	3.0	0.8	1	0	0	0
2420664774	21.026190476190475	1.7537064809468217	10.6	5.8	1	0	0	0
2439678994	4.2	1.1495484998547796	16.0	3.2	1	0	0	0
2159206680	3.435526315789473	1.6043715200621689	10.6	6.4	1	0	0	0
2236023538	3.58	2.4122587928319064	2.4	1.8	1	0	0	0
2735931832	11.511111111111116	1.4534570860201026	5.4	3.2	1	0	0	0
2343751466	21.6	4.290881128440938	33.0	0.4	0	0	1	0
2577879507	26.6	3.0731741295333714	2.2	0.6	1	0	0	0
2294042172	8.466666666666665	2.4108347267856156	3.0	1.0	1	0	0	0
2530309766	3.333333333333333	1.491495142501796	4.8	1.0	1	0	0	0
2167170244	14.458333333333332	1.8232273914104489	9.0	11.2	1	0	0	0
2617299861	12.36	0.632645288828274	3.8	3.0	1	0	0	0
2641249074	10.975	2.1086456580786748	8.0	2.4	1	0	0	0
2128684847	173.2	4.809692793957018	8.2	0.6	1	0	0	0
2582602085	1.0	0.7889639639639642	4.6	0.2	1	0	0	0
2123485745	4.5151515151515165	2.8394500518087966	12.6	5.2	1	0	0	0
2422378326	0.8	1.0271186440677966	5.0	0.2	1	0	0	0
2147835917	1.6	0.7870622824278881	0.6	0.4	1	0	0	0
2122751853	2.975	1.8614618461710908	16.0	3.0	1	0	0	0
2542327831	14.199447908195536	4.519213740707848	26.6	21.6	1	0	0	0
2308256259	15.162857142857144	4.50886329779371	13.8	6.6	1	0	0	0
2129707538	13.72	5.704714913234497	25.2	5.8	0	1	0	0
12088164	0.7833333333333333	0.8077539794899303	9.0	1.8	1	0	0	0
2619763753	256.7888888888889	3.903581676909424	9.2	3.6	1	0	0	0
2122739653	8.692647058823527	3.783494231972509	39.0	8.0	0	0	1	0
2112451192	23.93333333333333	2.1059109246371808	10.0	2.0	1	0	0	0
2610449870	8.5	0.8134899524029958	1.8	1.2	1	0	0	0
2142540666	14.02	2.067691081012347	31.4	4.8	0	0	1	0
2190332578	0.0	0.0	3.0	0.0	1	0	0	0
1384196968	0.0	0.0	2.0	0.0	1	0	0	0
2126968285	8.022271062271063	2.56975195926231	22.6	16.4	0	1	0	0
2147887109	5.1	1.5429464590599966	7.0	1.0	1	0	0	0
2136179193	9.172222222222222	2.362192010262014	14.0	3.4	1	0	0	0
2103451196	16.425	2.1341170832179217	22.6	6.2	1	0	0	0
2160785160	48.809444444444466	7.647762704721233	20.0	5.4	1	0	0	0
2120207348	22.466666666666665	4.683399402296808	15.0	1.2	1	0	0	0
2150041333	0.9	2.254033583200679	17.0	1.4	1	0	0	0
2656577137	0.0	0.0	13.0	0.0	1	0	0	0
2235413275	16.81666666666667	2.1045513637447075	11.8	3.6	1	0	0	0
2111175337	7.142857142857142	3.6494038227591736	6.8	2.4	1	0	0	0
2116008615	13.881428571428568	2.300608391384096	13.6	5.6	1	0	0	0
1999704061	0.0	0.0	4.0	0.0	1	0	0	0
2168776308	0.0	0.0	20.0	0.0	0	1	0	0
2124403451	314.61904761904765	4.4640809529711785	10.2	3.4	1	0	0	0
2502068411	0.2613608613608613	0.0	5.0	12.8	0	0	1	0
2162670899	19.733333333333327	3.1554580891092145	15.4	1.8	1	0	0	0
2116466705	48.22166666666666	4.469993399243805	50.8	12.0	0	1	0	0
2122710088	9.566666666666666	4.2756233008046864	4.6	2.8	1	0	0	0
2135927516	10.314285714285713	2.562177573469731	22.6	7.0	0	1	0	0
2566536478	11.728317588843904	2.107493113713544	12.8	10.2	1	0	0	0
2519432510	45.54380952380953	6.635381276863315	13.6	5.2	1	0	0	0
2141739943	66.20666666666666	4.7205763030720265	15.4	8.0	1	0	0	0
2096383815	2.4	1.2725608391670324	3.2	2.6	1	0	0	0
2170981137	2.416666666666667	1.3820159187881962	4.2	4.2	1	0	0	0
2134835601	1.4	0.19865591397849466	0.2	0.2	1	0	0	0
2167941445	2.9	1.505887690504934	31.0	1.8	0	0	1	0
2162991425	0.0	0.0	6.0	0.0	1	0	0	0
125694532	1.1133333333333333	0.42652693744765136	4.4	4.2	1	0	0	0
2617145875	0.0	0.0	21.0	0.0	1	0	0	0
2280650151	0.0	0.0	21.0	0.0	1	0	0	0
2248182573	6.816666666666667	0.926325239879667	10.0	4.8	1	0	0	0
2191402932	15.783333333333335	4.916783945726644	4.4	2.6	1	0	0	0
2123306026	1.6666666666666663	1.3218680598446777	9.8	3.8	1	0	0	0
2304084810	2.743333333333333	2.75923644464884	28.0	5.2	0	1	0	0
2100161364	3.6	3.041893755891698	19.0	2.2	1	0	0	0
2109797586	3.8416666666666655	6.7501977033879745	13.0	5.0	1	0	0	0
2125086336	20.92380952380952	2.1164009407745072	17.2	4.6	0	1	0	0
1880976219	2.0	0.3393387043871698	5.0	1.2	1	0	0	0
2657228645	0.0	0.0	6.0	0.0	1	0	0	0
2117054624	0.0	0.0	6.0	0.0	1	0	0	0
2163258159	0.0	0.0	0.0	0.0	1	0	0	0
2183942996	0.0	0.0	8.0	0.0	1	0	0	0
2664069056	0.0	0.0	11.0	0.0	1	0	0	0
2104423096	34.0984126984127	4.681486936160146	30.6	7.4	0	1	0	0
2104259714	2.8	1.6073679173333733	16.0	0.4	1	0	0	0
2430222803	12.55	4.031347333902028	15.6	6.2	1	0	0	0
2132852458	8.373260073260074	5.4097124730155395	37.0	9.6	0	1	0	0
2039801083	19.2	0.2815609756097561	11.2	2.6	1	0	0	0
2287948179	9.2	1.0980991699995697	26.8	0.4	0	1	0	0
2119571818	5.506080586080587	1.901118689901213	19.8	14.4	0	1	0	0
2440571190	0.0	0.0	7.0	0.0	1	0	0	0
2251657612	2.55	3.1822851145157016	30.0	9.2	1	0	0	0
2081130532	0.0	0.0	7.0	0.0	1	0	0	0
2151090628	4.608333333333333	2.114508691457993	17.8	5.2	1	0	0	0
2514705995	5.208571428571429	2.058619268259084	15.0	5.8	1	0	0	0
2101308751	8.0	2.3131843226968662	4.0	0.6	1	0	0	0
2086965096	0.8	0.0	1.8	0.6	1	0	0	0
2116119152	1.7266666666666666	3.0898254611025395	25.0	3.6	0	1	0	0
2167922976	3.6000000000000005	3.6323849072521774	8.8	2.4	1	0	0	0
2102243677	0.4	0.11111111111111112	10.0	0.4	1	0	0	0
2140142482	0.0	0.0	11.0	0.0	1	0	0	0
2032104448	0.0	0.0	9.0	0.0	1	0	0	0
2565220215	2.2846153846153845	1.7756596527733144	10.0	14.8	0	1	0	0
2131442170	8.1	0.8286029672945338	12.0	1.0	1	0	0	0
2110753830	6.8	0.13873873873873874	7.0	0.8	0	1	0	0
2761594101	6.0	3.0588074085668224	3.6	0.8	1	0	0	0
2047517919	0.0	0.0	8.0	0.0	1	0	0	0
2097346130	6.0	1.9200176628396963	7.6	2.4	1	0	0	0
2684446373	5.6	2.583085495844528	13.0	1.0	1	0	0	0
2599933360	2.742857142857144	0.7990177635478373	11.6	3.8	1	0	0	0
2136036615	0.0	0.0	11.0	0.0	1	0	0	0
2148269573	2.85	2.140337563087962	5.0	3.6	1	0	0	0
2108581453	0.0	0.0	3.0	0.0	1	0	0	0
2120979678	3.4	1.7055427196149222	2.0	0.8	1	0	0	0
2106980268	3.489444444444445	2.8003794165941107	16.0	6.0	1	0	0	0
2131075225	0.0	0.0	7.0	0.0	1	0	0	0
2584951063	3.96	0.9106334669984786	8.4	1.8	1	0	0	0
2253737003	0.0	0.0	5.0	0.0	1	0	0	0
2096042674	0.8	0.18274647887323944	4.0	0.4	1	0	0	0
2514083705	8.941666666666668	3.1189289144503696	24.0	4.8	0	1	0	0
2593610793	18.61047619047619	2.9199820687164597	17.6	4.8	1	0	0	0
2428719819	12.173809523809526	4.534031017781291	10.0	5.4	1	0	0	0
2114072197	0.0	0.0	17.0	0.0	0	1	0	0
2111599228	8.022222222222222	2.8150904564858235	16.2	4.8	1	0	0	0
2355500693	0.0	0.0	4.0	0.0	1	0	0	0
2205470096	1.2	1.493044986938488	14.0	0.6	1	0	0	0
2661062812	2.8	2.4813595065303686	24.0	1.0	1	0	0	0
2156395590	0.0	0.0	11.0	0.0	1	0	0	0
2305880237	9.669999999999998	2.941931854448712	22.8	7.6	1	0	0	0
2777267753	0.0	0.0	13.0	0.0	1	0	0	0
2100051933	2.6	0.7679875679875681	12.0	0.2	1	0	0	0
2140246466	6.972222222222222	3.437817334362532	28.8	4.2	0	1	0	0
2104879825	0.06666666666666668	0.532322335359276	2.0	0.8	1	0	0	0
336991397	1.7916666666666663	0.3433892594005724	4.0	4.2	1	0	0	0
2126670394	7.219047619047619	2.6794949153022443	21.8	5.2	0	1	0	0
2125785075	5.05	1.842789354391936	12.0	1.8	1	0	0	0
2138623437	9.8	1.4386106214535237	7.8	2.2	1	0	0	0
2243585430	4.410714285714287	2.0685744752072592	7.8	6.0	1	0	0	0
2096658368	1.4833333333333334	0.7392037087330712	7.0	1.4	1	0	0	0
2444676853	1.7	2.1027389375484367	13.0	2.0	1	0	0	0
2158768696	5.4662878787878775	2.2034779630816805	11.2	11.8	1	0	0	0
2227996592	3.565714285714286	1.8388540031062781	3.0	3.2	1	0	0	0
2617145017	0.6666666666666666	0.6192534304422395	26.0	0.6	0	1	0	0
2119012425	4.0	1.4312703874631114	7.0	1.2	1	0	0	0
2154970772	2.4933333333333336	2.0718357542767096	25.0	2.8	1	0	0	0
2161630513	0.0	0.0	6.0	0.0	1	0	0	0
2583978275	2.8	1.3660595168847198	5.8	0.6	1	0	0	0
2106281576	4.185714285714286	0.8084487163717065	12.4	3.4	1	0	0	0
1988031962	2.4666666666666672	0.6275563444776332	3.8	0.8	1	0	0	0
2163116786	14.895238095238097	4.298169254376875	10.6	4.4	1	0	0	0
2582823888	12.266666666666667	2.3426943076909765	2.4	1.0	1	0	0	0
2573243793	11.4	0.7053392674139112	0.6	0.4	1	0	0	0
2295270651	6.88	0.9793739760961202	5.2	2.2	1	0	0	0
2167430128	1.0	0.42713495694344905	6.0	0.8	1	0	0	0
2137721112	11.34	1.5505199173036304	10.6	1.6	1	0	0	0
2131706324	13.438095238095238	2.785013090503682	11.4	5.6	1	0	0	0
2165118231	13.675	1.3244599891693092	6.0	3.4	1	0	0	0
2620979493	0.0	0.0	19.0	0.0	1	0	0	0
2606761933	2.3666666666666663	3.1550196401690687	9.0	2.8	1	0	0	0
2430418512	0.0	0.0	3.0	0.0	1	0	0	0
2095987900	63.06666666666668	9.905165020072644	14.2	3.8	1	0	0	0
2528802866	10.020512820512822	3.7489193745600087	21.8	8.2	1	0	0	0
2102960998	0.0	0.0	10.0	0.0	1	0	0	0
2233307994	0.0	0.0	14.0	0.0	1	0	0	0
2111405469	0.8	2.085050634426075	22.0	1.8	1	0	0	0
2460222195	16.642061403508773	5.191745557853303	33.6	13.4	1	0	0	0
2532505512	1.7	0.6217151388483263	9.0	0.6	1	0	0	0
2156057592	0.2394444444444445	1.1166637157998895	5.0	18.2	0	0	1	0
2651029627	0.0	0.0	4.0	0.2	1	0	0	0
2127412708	25.768611111111113	4.059192968298712	18.4	16.2	1	0	0	0
2278593545	0.0	0.0	8.0	0.0	1	0	0	0
2139563917	15.835508021390376	2.4464445595495734	24.6	12.8	0	1	0	0
2132056394	1.56	0.8893852465312128	12.0	1.0	1	0	0	0
2161752117	6.561666666666667	6.773622078877986	26.8	7.0	0	1	0	0
2695156146	0.0	0.0	5.0	0.0	1	0	0	0
2629758138	0.0	0.0	16.0	0.0	0	1	0	0
2146306046	0.360042735042735	1.709810001493817	5.0	15.8	1	0	0	0
2169354526	4.533968253968253	2.7968421067461486	11.0	6.6	1	0	0	0
2167432162	32.2	1.924380362044671	14.2	1.6	1	0	0	0
2097076567	0.8	0.2680887372013652	7.0	0.2	1	0	0	0
2225462145	3.8	1.3555555555555556	4.8	0.2	1	0	0	0
2630323486	0.1	0.7593213149522801	11.0	0.4	1	0	0	0
1995952108	0.8433333333333334	1.603581897051642	5.0	9.4	1	0	0	0
2607921394	3.3666666666666663	2.65424749403246	5.6	1.4	1	0	0	0
2215796638	1.1333333333333335	0.9249021303717292	0.6	0.6	1	0	0	0
2585832987	4.428493150684932	2.8978961392850047	14.4	33.2	0	1	0	0
2166524114	15.656608391608396	2.2977250845368533	20.4	20.0	1	0	0	0
2144857100	5.6	2.2590537596352327	2.0	1.8	1	0	0	0
2558476565	5.35	2.8166834961044485	10.6	2.4	1	0	0	0
2304458524	9.443809523809524	3.241832459139561	8.0	5.2	1	0	0	0
2334373290	0.71	0.9587653621753376	10.0	3.6	0	1	0	0
2169184086	9.169444444444443	2.6345831396723005	14.4	5.2	1	0	0	0
2157274563	21.552380952380947	2.6935557268712986	21.2	7.6	1	0	0	0
2158302723	0.6428571428571429	1.1191227059376079	8.0	6.6	0	1	0	0
2236413543	0.0	0.0	16.0	0.0	1	0	0	0
2171745429	4.8	0.3236631016042781	1.0	0.4	1	0	0	0
2112722258	21.35	2.816640775228637	13.6	1.6	1	0	0	0
2163809637	0.4	0.13749187784275502	4.0	0.2	1	0	0	0
2123985438	1.25	2.7532095580643854	4.0	2.4	1	0	0	0
2657481909	8.47	0.9653203220868763	5.8	1.8	1	0	0	0
2131378765	0.76	0.4281284545394145	6.0	1.0	1	0	0	0
2114975082	4.95	2.1208089786265427	15.8	3.6	1	0	0	0
2171204101	17.238333333333333	4.0572529756299325	33.0	9.0	0	1	0	0
2132966298	16.0	2.736002823734879	13.8	0.4	0	1	0	0
2681477211	12.0	0.7195167883139776	14.8	0.6	1	0	0	0
2133938339	1.8333333333333333	2.416367139855685	10.0	1.6	1	0	0	0
2153464239	9.05	2.118790830074653	16.0	1.6	1	0	0	0
2627135579	0.0	0.0	6.0	0.0	1	0	0	0
2113277774	11.933333333333335	2.6486798921392087	5.4	2.4	1	0	0	0
2307697009	1.2	3.947305389221557	4.8	0.2	1	0	0	0
2118371760	18.462222222222227	5.200811091777044	18.4	3.4	1	0	0	0
2237541417	5.893498168498168	3.5262924719247954	9.0	8.8	1	0	0	0
2462394557	4.612272727272726	2.533928877646724	15.0	8.4	1	0	0	0
2163554368	14.468795093795096	4.188881252628545	20.8	8.8	1	0	0	0
2106340623	0.4	1.178358177798262	8.0	1.6	1	0	0	0
2149466897	2.5142857142857142	0.6055453344043948	7.0	1.6	1	0	0	0
2309728730	0.0	0.0	2.0	0.0	1	0	0	0
2158783344	0.04812834224598932	0.0	2.0	7.4	0	1	0	0
2137787012	0.0	0.0	2.0	3.4	1	0	0	0
2134062735	0.16	0.0	2.0	2.4	1	0	0	0
2567668220	0.8857142857142858	1.5831793713019715	3.8	1.8	1	0	0	0
2204775031	1.770909090909091	1.9022319060761064	8.8	5.6	1	0	0	0
2170547846	3.9	4.9527991932346564	2.8	1.8	1	0	0	0
2111754571	0.0	0.0	15.0	0.4	1	0	0	0
2420880613	0.0	0.0	3.0	0.6	1	0	0	0
2768145722	0.0	0.0	3.0	0.6	1	0	0	0
2234104560	6.533333333333332	0.0	9.0	0.6	1	0	0	0
2130877461	12.178571428571427	2.0887817013714978	11.2	7.4	1	0	0	0
2316372243	0.2	0.10199887069452288	1.0	0.4	1	0	0	0
2151150107	14.8034126984127	4.006457308187881	20.8	6.2	1	0	0	0
2133263018	10.542530345471524	3.1611577174901115	27.8	37.2	0	0	1	0
2128273557	0.0	0.0	34.0	0.0	0	1	0	0
2484236144	18.483333333333327	3.0654814442896603	11.2	3.0	1	0	0	0
2253936662	0.0	0.0	2.0	0.0	1	0	0	0
2696719243	1.6	0.2019077901430842	3.0	0.2	1	0	0	0
2238358095	0.4	0.8021147764092836	2.0	1.4	1	0	0	0
2099033448	0.92	2.242083352635136	9.0	1.6	1	0	0	0
2777969829	0.0	0.0	16.0	0.0	1	0	0	0
2165632109	10.863333333333333	4.936580879492771	12.0	7.6	1	0	0	0
2119846317	2.333333333333333	1.7111818631581912	17.0	1.2	1	0	0	0
2435034426	13.179682539682537	3.6475395706945606	11.6	10.0	1	0	0	0
2471024582	1.5333333333333337	1.0654135557992346	15.0	2.4	1	0	0	0
2148252713	0.0	0.0	10.0	0.0	1	0	0	0
2109137159	13.317422969187676	4.0485182739503465	15.8	14.6	1	0	0	0
2165487645	0.6	0.2756704794955803	6.0	0.4	1	0	0	0
2165039334	8.133333333333333	2.700599734896749	9.4	2.4	1	0	0	0
2307014634	0.0	0.0	8.0	0.0	1	0	0	0
2572855291	7.3	4.2771380284285065	11.4	4.0	1	0	0	0
2103130315	20.388870035193566	5.688293129168501	20.2	11.8	1	0	0	0
2318751012	11.3	3.4995665535909777	17.8	1.4	1	0	0	0
2311712812	4.1	2.6983430441968728	12.0	0.8	1	0	0	0
2118257724	13.566666666666665	2.7745310758198243	8.2	1.8	1	0	0	0
2133024693	15.472882672882669	2.5547664910698282	21.8	8.6	0	1	0	0
2617352438	6.533333333333334	4.0917495558290335	3.8	1.6	1	0	0	0
2606624860	2.1347619047619046	4.229387367266385	11.8	6.2	1	0	0	0
2297109039	2.45	2.314683185720445	2.6	1.4	1	0	0	0
2780817638	0.2033333333333333	0.435548553423088	2.0	5.6	1	0	0	0
2647013095	62.28	7.173065512797576	20.4	2.0	1	0	0	0
2201735012	0.0	0.0	18.0	0.0	1	0	0	0
2118779695	0.0	0.0	2.0	0.0	1	0	0	0
2781286171	0.0	0.2493400091033227	4.0	0.2	1	0	0	0
2168740874	7.42826976944624	2.6108518392660316	21.8	9.4	0	1	0	0
2666810207	8.6	1.2690086795291229	4.6	0.8	1	0	0	0
2154940096	4.2444444444444445	2.2893032599455334	16.0	4.2	0	1	0	0
2115440492	0.0	0.0	2.0	0.0	1	0	0	0
2492406983	17.56666666666667	4.038664692788826	19.6	3.8	1	0	0	0
2504548383	11.0	2.7303538256741358	7.4	2.0	1	0	0	0
2279202333	2.65	2.379787558416607	9.0	2.8	1	0	0	0
2016451659	8.921855921855922	2.3565783234496016	16.2	6.4	1	0	0	0
2129031682	0.0	0.0	9.0	0.0	1	0	0	0
2690184982	0.0	0.0	6.0	0.0	1	0	0	0
2158269646	0.0	0.0	7.0	0.0	1	0	0	0
2134359195	0.1	0.6782608695652174	12.0	0.8	1	0	0	0
2645374424	0.0	0.0	10.0	0.0	1	0	0	0
2170530196	6.207692307692307	3.2658462448500605	13.8	7.0	1	0	0	0
2649939361	0.2	0.9231231231231232	7.0	0.2	1	0	0	0
2101658581	11.5	4.298634247604509	10.8	3.2	1	0	0	0
2111757033	9.6	2.8400210100150454	12.0	1.2	1	0	0	0
2182911313	0.13333333333333333	0.7580401098693484	4.0	0.8	1	0	0	0
2557235859	5.3	2.4383896478032483	4.0	1.2	1	0	0	0
2420934537	9.007142857142854	2.498437995352614	17.8	5.2	1	0	0	0
2155560721	0.0	0.8425414364640883	4.0	0.2	1	0	0	0
2472815583	5.2	1.962826782077112	6.8	0.4	1	0	0	0
2104412229	0.6	0.5798596684898055	18.0	0.4	1	0	0	0
2434856473	2.2666666666666666	2.0692659468643635	10.0	3.4	1	0	0	0
2159209699	1.8409090909090908	1.9886197189260293	8.8	5.4	1	0	0	0
2110775846	1.0	0.7166775670372793	14.0	0.2	1	0	0	0
2131759505	0.4	0.4642673521850901	5.0	0.2	1	0	0	0
2113264552	1.542857142857143	1.680842387611745	19.0	4.0	0	1	0	0
2305434694	0.6666666666666666	0.7374098198107414	5.0	0.8	1	0	0	0
2129315804	1.429090909090909	1.8994430210915776	8.0	3.4	1	0	0	0
2137543114	1.8	0.4110236220472441	9.0	0.2	1	0	0	0
2552163634	1.0222222222222224	1.6078103468657052	14.0	4.4	0	1	0	0
2617359486	1.4933333333333334	1.2293218522751688	10.0	2.6	1	0	0	0
